Going to run main_attack.
Program starts.

Cache configuration:
  L1 I-Cache:    disabled
  L1 D-Cache:    disabled
  L2 Cache:      enabled (default)

Cache ID = 0x410000C8
[9:6]    Part Number=    3
[5:0]    RTL Release=    8

L2 PL310 Auxiliary Control Register (ACTLR):
ACTLR = 0x2960000
[31]     Reserved=       0
[30]     EarlyBRESP=     0
[29]     I-Prefetch=     0
[28]     D-Prefetch=     0
[27]     NonSecInt=      0
[26]     NonSecLock=     0
[25]     Replacement=    1
[24:23]  ForceWrite=     1
[22]     SharedApp=      0
[21]     Parity=         0
[20]     EventMon=       1
[19:17]  WaySize=        3
[16]     Associative=    0
[15:14]  Reserved=       0
[13]     SharedAttri=    0
[12]     Exclusive=      0
[11]     BufferLimit=    0
[10]     HighPrioSO=     0
[9:1]    Reserved=       0
[0]      FullLineZero=   0

Auxiliary Control Register (CP15):
ACTLR = 0x41
[9]      Parity=         0
[8]      AllocOneWay=    0
[7]      Exclusive=      0
[6]      SMP=            1
[3]      LineZeros=      0
[2]      L1 Prefetch=    0
[1]      L2 Prefetch=    0
[0]      TLBBroadcast=   1

[Cache Flush]
Test Line 16000 Read:   #Request=16013   #Hit=8
Test Line 16000 Read:   #Request=16073   #Hit=15984

[Cache Flush]
[Array 1] Test Line 16000 Read: #Request=16013   #Hit=8
[Array 1] Test Line 16000 Read: #Request=16073   #Hit=15980
[Array 2] Test Line 16000 Read: #Request=16013   #Hit=9
[Array 2] Test Line 16000 Read: #Request=16019   #Hit=3330
[Array 1] Test Line 16000 Read: #Request=16076   #Hit=8106

[Cache Flush]
Test Word 128000 Read:  #Request=240016  #Hit=112008
Test Word 128000 Read:  #Request=240001  #Hit=127914

[Cache Flush]
[Array 1] Test Word 128000 Read:        #Request=240015  #Hit=112008
[Array 1] Test Word 128000 Read:        #Request=240014  #Hit=127908
[Array 2] Test Word 128000 Read:        #Request=240014  #Hit=112010
[Array 2] Test Word 128000 Read:        #Request=240014  #Hit=115510
[Array 1] Test Word 128000 Read:        #Request=240014  #Hit=122568
-------------------------------
606512606396645167318836706428007395863977318246806511898432411187321617906516859398011597297401100758712103984834107308283110655720113975465117318368120652118123976482127302366130651650133984673137657289140655613143985051147314497150633254154093104157318143160636928163985030167312102170651815173985357177317894180639883183985105187318074190990654193989056197318504200647981203965674207426038210651466213974124217318259220638769223985033227319004230648369233968092237318520240651689244324272247322213250651807253981201257298527260762500263985134267305176270651953273978770277318563280652341283982038287301301290652031293985129297657568300655049303985424307314157310642963314095475317317283320633742323990267327309979330652184333986014337309594340639196343985376347318556350991325353989982357318853360648581363968526367431389370652093373972222377318959380639118383985411387319119
@HackerList
5, L
4, H

@TaskList
6, "ExpCtrl"
1, "APP-1"
5, "Hacker-L"
7, "IDLE"
3, "APP-3"
4, "Hacker-H"
2, "APP-2"
8, "Tmr Svc"

@SchedulerLog
55575893,       0,      4,      "IN"
55903312,       0,      6,      "IN"
55910349,       0,      4,      "IN"
56947358,       0,      2,      "IN"
57235143,       0,      3,      "IN"
57240222,       0,      2,      "IN"
57569315,       0,      4,      "IN"
57575088,       0,      2,      "IN"
58235662,       0,      4,      "IN"
58240766,       0,      2,      "IN"
58410675,       0,      1,      "IN"
58902456,       0,      4,      "IN"
58907747,       0,      1,      "IN"
59569004,       0,      4,      "IN"
59574141,       0,      1,      "IN"
60235565,       0,      4,      "IN"
60240840,       0,      1,      "IN"
60568905,       0,      3,      "IN"
60660398,       0,      1,      "IN"
60902644,       0,      4,      "IN"
60907985,       0,      1,      "IN"
61568897,       0,      4,      "IN"
61574070,       0,      1,      "IN"
61580349,       0,      5,      "IN"
61586275,       0,      7,      "IN"
61902466,       0,      5,      "IN"
61907811,       0,      7,      "IN"
62236390,       0,      4,      "IN"
62241504,       0,      5,      "IN"
62246732,       0,      7,      "IN"
62568911,       0,      5,      "IN"
62574192,       0,      7,      "IN"
62903034,       0,      4,      "IN"
62908240,       0,      5,      "IN"
62913436,       0,      7,      "IN"
63235635,       0,      5,      "IN"
63241010,       0,      7,      "IN"
63570466,       0,      4,      "IN"
63575596,       0,      2,      "IN"
63902504,       0,      3,      "IN"
63974216,       0,      2,      "IN"
64235833,       0,      4,      "IN"
64241099,       0,      2,      "IN"
64902299,       0,      4,      "IN"
64907363,       0,      2,      "IN"
65077133,       0,      5,      "IN"
65084974,       0,      7,      "IN"
65235722,       0,      5,      "IN"
65241033,       0,      7,      "IN"
65569603,       0,      4,      "IN"
65988700,       0,      5,      "IN"
65997733,       0,      7,      "IN"
66236781,       0,      4,      "IN"
66566680,       0,      5,      "IN"
66575081,       0,      7,      "IN"
66903381,       0,      4,      "IN"
66909116,       0,      5,      "IN"
66914383,       0,      7,      "IN"
67236378,       0,      3,      "IN"
67327940,       0,      5,      "IN"
67333697,       0,      7,      "IN"
67570173,       0,      4,      "IN"
67575542,       0,      5,      "IN"
67580779,       0,      7,      "IN"
67902314,       0,      5,      "IN"
67907566,       0,      7,      "IN"
68236329,       0,      4,      "IN"
68241465,       0,      5,      "IN"
68246660,       0,      7,      "IN"
68569024,       0,      5,      "IN"
68574415,       0,      7,      "IN"
68903793,       0,      4,      "IN"
68908908,       0,      1,      "IN"
69569209,       0,      4,      "IN"
69574857,       0,      1,      "IN"
70236278,       0,      4,      "IN"
70241460,       0,      2,      "IN"
70569248,       0,      3,      "IN"
70650332,       0,      2,      "IN"
70902595,       0,      4,      "IN"
70908022,       0,      2,      "IN"
71568975,       0,      4,      "IN"
71574098,       0,      2,      "IN"
71824124,       0,      1,      "IN"
72235605,       0,      4,      "IN"
72240674,       0,      1,      "IN"
72902357,       0,      4,      "IN"
72907436,       0,      1,      "IN"
73568925,       0,      4,      "IN"
73574181,       0,      1,      "IN"
73740381,       0,      5,      "IN"
73748169,       0,      7,      "IN"
73903192,       0,      3,      "IN"
73966462,       0,      5,      "IN"
73972008,       0,      7,      "IN"
74236376,       0,      4,      "IN"
74659345,       0,      5,      "IN"
74665960,       0,      7,      "IN"
74903484,       0,      4,      "IN"
74909043,       0,      5,      "IN"
74914226,       0,      7,      "IN"
75235596,       0,      5,      "IN"
75240858,       0,      7,      "IN"
75569662,       0,      4,      "IN"
75574702,       0,      5,      "IN"
75579902,       0,      7,      "IN"
75902299,       0,      5,      "IN"
75907561,       0,      7,      "IN"
76236317,       0,      4,      "IN"
76241498,       0,      5,      "IN"
76246699,       0,      7,      "IN"
76569003,       0,      5,      "IN"
76574320,       0,      7,      "IN"
76903785,       0,      4,      "IN"
76908921,       0,      2,      "IN"
77236055,       0,      3,      "IN"
77327271,       0,      2,      "IN"
77569486,       0,      4,      "IN"
77574805,       0,      2,      "IN"
78235648,       0,      4,      "IN"
78240741,       0,      2,      "IN"
78527671,       0,      5,      "IN"
78535427,       0,      7,      "IN"
78569084,       0,      5,      "IN"
78574400,       0,      7,      "IN"
78903135,       0,      4,      "IN"
79288788,       0,      5,      "IN"
79297764,       0,      7,      "IN"
79571262,       0,      4,      "IN"
79899856,       0,      1,      "IN"
80236052,       0,      4,      "IN"
80241740,       0,      1,      "IN"
80569063,       0,      3,      "IN"
80660091,       0,      1,      "IN"
80902653,       0,      4,      "IN"
80908035,       0,      1,      "IN"
81569030,       0,      4,      "IN"
81574126,       0,      1,      "IN"
82235670,       0,      4,      "IN"
82240774,       0,      1,      "IN"
82902329,       0,      4,      "IN"
82907520,       0,      1,      "IN"
83263268,       0,      5,      "IN"
83271725,       0,      7,      "IN"
83570644,       0,      4,      "IN"
83983725,       0,      2,      "IN"
84236231,       0,      4,      "IN"
84241930,       0,      3,      "IN"
84332825,       0,      2,      "IN"
84902614,       0,      4,      "IN"
84908095,       0,      2,      "IN"
85569008,       0,      4,      "IN"
85574137,       0,      2,      "IN"
85609890,       0,      5,      "IN"
85618128,       0,      7,      "IN"
85902436,       0,      5,      "IN"
85907702,       0,      7,      "IN"
86236336,       0,      4,      "IN"
86620220,       0,      5,      "IN"
86629054,       0,      7,      "IN"
86903653,       0,      4,      "IN"
87232670,       0,      5,      "IN"
87239153,       0,      3,      "IN"
87330726,       0,      5,      "IN"
87339263,       0,      7,      "IN"
87570489,       0,      4,      "IN"
87924145,       0,      5,      "IN"
87930724,       0,      7,      "IN"
88237303,       0,      4,      "IN"
88242857,       0,      5,      "IN"
88248067,       0,      7,      "IN"
88569067,       0,      5,      "IN"
88574309,       0,      7,      "IN"
88902910,       0,      4,      "IN"
88908003,       0,      5,      "IN"
88913199,       0,      7,      "IN"
89235666,       0,      5,      "IN"
89240924,       0,      7,      "IN"
89569691,       0,      4,      "IN"
89575063,       0,      5,      "IN"
89580259,       0,      7,      "IN"
89902449,       0,      5,      "IN"
89907999,       0,      7,      "IN"
90237842,       0,      4,      "IN"
90243015,       0,      2,      "IN"
90569473,       0,      3,      "IN"
90660138,       0,      2,      "IN"
90902627,       0,      4,      "IN"
90908110,       0,      2,      "IN"
91569009,       0,      4,      "IN"
91574105,       0,      2,      "IN"
91861521,       0,      1,      "IN"
92235939,       0,      4,      "IN"
92241200,       0,      1,      "IN"
92902714,       0,      4,      "IN"
92907913,       0,      1,      "IN"
